year,date,vt_section,plot,plot_id,veg_type,taxon_code,raunkiaer_value,fertile,remarks,cfr,validation
2017,2017-07-10,3,6,3.06,snowbed,empnig,3,0,,,species
2017,2017-07-10,3,6,3.06,snowbed,lichen,2,0,,,lichen
2017,2017-07-10,3,6,3.06,snowbed,bryoph,3,0,,,other
2017,2017-07-10,3,6,3.06,snowbed,poapra,1,0,,,species
2017,2017-07-10,3,6,3.06,snowbed,salher,2,0,,,species
2017,2017-07-10,3,6,3.06,snowbed,sibpro,1,0,,,species
2017,2017-07-10,3,7,3.07,snowbed,carbig,1,0,,,species
2017,2017-07-10,3,7,3.07,snowbed,empnig,3,0,,,species
2017,2017-07-10,3,7,3.07,snowbed,lichen,1,0,,,lichen
2017,2017-07-10,3,7,3.07,snowbed,bryoph,3,0,,,other
2017,2017-07-10,3,7,3.07,snowbed,salher,1,0,,,species
2017,2017-07-10,3,7,3.07,snowbed,tarspe,1,0,,1,species unidentified
2017,2017-07-10,3,8,3.08,snowbed,carbig,1,0,,,species
2017,2017-07-10,3,8,3.08,snowbed,empnig,3,0,,,species
2017,2017-07-10,3,8,3.08,snowbed,lichen,1,0,,,lichen
2017,2017-07-10,3,8,3.08,snowbed,bryoph,3,0,,,other
2017,2017-07-10,3,8,3.08,snowbed,phycoe,2,0,,,species
2017,2017-07-10,3,8,3.08,snowbed,salher,2,0,,,species
2017,2017-07-10,3,8,3.08,snowbed,sibpro,1,0,,,species
2017,2017-07-10,3,9,3.09,snowbed,empnig,3,0,,,species
2017,2017-07-10,3,9,3.09,snowbed,lichen,3,0,,,lichen
2017,2017-07-10,3,9,3.09,snowbed,poapra,1,0,,,species
2017,2017-07-10,3,9,3.09,snowbed,salher,2,0,,,species
2017,2017-07-10,3,9,3.09,snowbed,sibpro,1,0,,,species
2017,2017-07-10,3,9,3.09,snowbed,tarspe,2,0,,1,species unidentified
2017,2017-07-10,3,10,3.10,snowbed,carbig,1,0,,,species
2017,2017-07-10,3,10,3.10,snowbed,empnig,3,0,,,species
2017,2017-07-10,3,10,3.10,snowbed,lichen,1,0,,,lichen
2017,2017-07-10,3,10,3.10,snowbed,bryoph,3,0,,,other
2017,2017-07-10,3,10,3.10,snowbed,poapra,1,0,,,species
2017,2017-07-10,3,10,3.10,snowbed,salher,3,0,,,species
2017,2017-07-10,3,10,3.10,snowbed,sibpro,1,0,,,species
2017,2017-07-10,4,1,4.01,snowbed,carbig,2,0,,,species
2017,2017-07-10,4,1,4.01,snowbed,dipalp,1,0,,,species
2017,2017-07-10,4,1,4.01,snowbed,bryoph,3,0,,,other
2017,2017-07-10,4,1,4.01,snowbed,pyrmin,2,0,,,species
2017,2017-07-10,4,1,4.01,snowbed,salher,3,0,,,species
2017,2017-07-10,4,1,4.01,snowbed,tarspe,2,0,,1,species unidentified
2017,2017-07-10,4,2,4.02,snowbed,carbig,2,0,,,species
2017,2017-07-10,4,2,4.02,snowbed,ceralp,3,0,,,species
2017,2017-07-10,4,2,4.02,snowbed,bryoph,3,0,,,other
2017,2017-07-10,4,2,4.02,snowbed,poapra,1,0,,,species
2017,2017-07-10,4,2,4.02,snowbed,salher,3,0,,,species
2017,2017-07-10,4,2,4.02,snowbed,tarspe,1,0,,1,species unidentified
2017,2017-07-10,4,3,4.03,snowbed,poapra,1,0,,,species
2017,2017-07-10,4,3,4.03,snowbed,polviv,1,0,,,species
2017,2017-07-10,4,3,4.03,snowbed,salher,3,0,,,species
2017,2017-07-10,4,3,4.03,snowbed,sibpro,1,0,,,species
2017,2017-07-10,4,3,4.03,snowbed,tarspe,1,0,,1,species unidentified
2017,2017-07-10,4,3,4.03,snowbed,trispi,1,0,,,species
2017,2017-07-10,4,4,4.04,snowbed,lichen,1,0,,,lichen
2017,2017-07-10,4,4,4.04,snowbed,bryoph,3,0,,,other
2017,2017-07-10,4,4,4.04,snowbed,poapra,2,0,,,species
2017,2017-07-10,4,4,4.04,snowbed,polviv,1,0,,,species
2017,2017-07-10,4,4,4.04,snowbed,salgla,3,0,,,species
2017,2017-07-10,4,4,4.04,snowbed,salher,3,0,,,species
2017,2017-07-10,4,4,4.04,snowbed,sibpro,2,0,,,species
2017,2017-07-10,4,4,4.04,snowbed,tarspe,2,0,,1,species unidentified
2017,2017-07-18,4,5,4.05,snowbed,alcalp,1,0,,,species
2017,2017-07-18,4,5,4.05,snowbed,carbig,2,0,,,species
2017,2017-07-18,4,5,4.05,snowbed,bryoph,1,0,,,other
2017,2017-07-18,4,5,4.05,snowbed,bryoph,1,0,,,other
2017,2017-07-18,4,5,4.05,snowbed,poaalp,1,0,,,species
2017,2017-07-18,4,5,4.05,snowbed,polviv,2,0,,,species
2017,2017-07-18,4,5,4.05,snowbed,salgla,3,1,,,species
2017,2017-07-18,4,5,4.05,snowbed,salher,2,0,,,species
2017,2017-07-18,4,5,4.05,snowbed,sibpro,1,0,,,species
2017,2017-07-18,4,5,4.05,snowbed,tarspe,1,0,,1,species unidentified
2017,2017-07-10,4,6,4.06,snowbed,carbig,3,1,,,species
2017,2017-07-10,4,6,4.06,snowbed,bryoph,3,0,,,other
2017,2017-07-10,4,6,4.06,snowbed,polviv,1,1,,,species
2017,2017-07-10,4,6,4.06,snowbed,pyrmin,1,1,,,species
2017,2017-07-10,4,6,4.06,snowbed,salher,3,1,,,species
2017,2017-07-10,4,6,4.06,snowbed,sibpro,2,1,,,species
2017,2017-07-10,4,7,4.07,snowbed,carbig,1,0,,,species
2017,2017-07-10,4,7,4.07,snowbed,empnig,3,0,,,species
2017,2017-07-10,4,7,4.07,snowbed,polviv,2,0,,,species
2017,2017-07-10,4,7,4.07,snowbed,salher,3,0,,,species
2017,2017-07-10,4,7,4.07,snowbed,sibpro,1,0,,,species
2017,2017-07-10,4,7,4.07,snowbed,tarspe,1,1,,1,species unidentified
2017,2017-07-10,4,8,4.08,snowbed,empnig,1,0,,,species
2017,2017-07-10,4,8,4.08,snowbed,poapra,3,0,,,species
2017,2017-07-10,4,8,4.08,snowbed,salgla,3,0,,,species
2017,2017-07-10,4,8,4.08,snowbed,sibpro,1,0,,,species
2017,2017-07-10,4,8,4.08,snowbed,tarspe,1,0,,1,species unidentified
2017,2017-07-10,4,9,4.09,snowbed,carbig,3,0,,,species
2017,2017-07-10,4,9,4.09,snowbed,ceralp,1,0,,,species
2017,2017-07-10,4,9,4.09,snowbed,chalat,1,0,,,species
2017,2017-07-10,4,9,4.09,snowbed,bryoph,2,0,,,other
2017,2017-07-10,4,9,4.09,snowbed,poapra,2,0,,,species
2017,2017-07-10,4,9,4.09,snowbed,pyrmin,2,1,,,species
2017,2017-07-10,4,9,4.09,snowbed,salher,3,0,,,species
2017,2017-07-18,4,10,4.10,snowbed,carbig,1,1,,,species
2017,2017-07-18,4,10,4.10,snowbed,empnig,1,0,,,species
2017,2017-07-18,4,10,4.10,snowbed,potcra,1,1,,,species
2017,2017-07-18,4,10,4.10,snowbed,salgla,3,1,,,species
2017,2017-07-18,4,10,4.10,snowbed,stelon,1,0,,,species
2017,2017-07-18,4,10,4.10,snowbed,hercfr,1,0,,1,species unidentified
2017,2017-07-10,5,1,5.01,snowbed,na,na,na,Covered by gravel and soil,,not available
2017,2017-07-10,5,2,5.02,snowbed,carbig,1,0,,,species
2017,2017-07-10,5,2,5.02,snowbed,empnig,3,0,,,species
2017,2017-07-10,5,2,5.02,snowbed,poapra,1,0,,,species
2017,2017-07-10,5,3,5.03,snowbed,carbig,2,0,,,species
2017,2017-07-10,5,3,5.03,snowbed,empnig,3,0,,,species
2017,2017-07-10,5,3,5.03,snowbed,bryoph,1,0,,,other
2017,2017-07-10,5,3,5.03,snowbed,poapra,1,0,,,species
2017,2017-07-10,5,3,5.03,snowbed,polviv,1,0,,,species
2017,2017-07-10,5,3,5.03,snowbed,salher,3,0,,,species
2017,2017-07-10,5,4,5.04,snowbed,carbig,3,0,,,species
2017,2017-07-10,5,4,5.04,snowbed,empnig,3,0,,,species
2017,2017-07-10,5,4,5.04,snowbed,bryoph,3,0,,,other
2017,2017-07-10,5,4,5.04,snowbed,poapra,1,0,,,species
2017,2017-07-10,5,4,5.04,snowbed,polviv,2,0,,,species
2017,2017-07-10,5,5,5.05,snowbed,carbig,2,0,,,species
2017,2017-07-10,5,5,5.05,snowbed,empnig,3,0,,,species
2017,2017-07-10,5,5,5.05,snowbed,bryoph,3,0,,,other
2017,2017-07-10,5,5,5.05,snowbed,poapra,1,0,,,species
2017,2017-07-10,5,5,5.05,snowbed,polviv,2,0,,,species
2017,2017-07-10,5,5,5.05,snowbed,salher,1,0,,,species
2017,2017-07-10,5,5,5.05,snowbed,tarspe,1,0,,1,species unidentified
2017,2017-07-10,5,6,5.06,snowbed,na,na,na,Covered by gravel and soil,,not available
2017,2017-07-10,5,7,5.07,snowbed,na,na,na,Covered by gravel and soil,,not available
2017,2017-07-10,5,8,5.08,snowbed,na,na,na,Covered by gravel and soil,,not available
2017,2017-07-18,5,9,5.09,snowbed,empnig,3,0,,,species
2017,2017-07-18,5,9,5.09,snowbed,bryoph,3,0,,,other
2017,2017-07-18,5,9,5.09,snowbed,poapra,1,0,,,species
2017,2017-07-18,5,9,5.09,snowbed,polviv,1,0,,,species
2017,2017-07-18,5,9,5.09,snowbed,salgla,2,0,,,species
2017,2017-07-18,5,9,5.09,snowbed,salher,3,0,,,species
2017,2017-07-18,5,9,5.09,snowbed,tarspe,1,1,,1,species unidentified
2017,2017-07-18,5,9,5.09,snowbed,verwor,2,1,,,species
2017,2017-07-18,5,10,5.10,snowbed,desfle,1,0,,,species
2017,2017-07-18,5,10,5.10,snowbed,empnig,3,0,,,species
2017,2017-07-18,5,10,5.10,snowbed,bryoph,1,0,,,other
2017,2017-07-18,5,10,5.10,snowbed,poapra,1,0,,,species
2017,2017-07-18,5,10,5.10,snowbed,polviv,2,1,,,species
2017,2017-07-18,5,10,5.10,snowbed,salgla,2,1,,,species
2017,2017-07-18,5,10,5.10,snowbed,salher,3,0,,,species
2017,2017-07-18,5,10,5.10,snowbed,tarspe,1,1,,1,species unidentified
2017,2017-07-18,5,10,5.10,snowbed,trispi,2,0,,,species
2017,2017-07-10,6,1,6.01,snowbed,carbig,1,0,,,species
2017,2017-07-10,6,1,6.01,snowbed,bryoph,3,0,,,other
2017,2017-07-10,6,1,6.01,snowbed,poapra,1,0,,,species
2017,2017-07-10,6,1,6.01,snowbed,polviv,1,0,,,species
2017,2017-07-10,6,1,6.01,snowbed,salgla,3,0,,,species
2017,2017-07-10,6,1,6.01,snowbed,salher,1,0,,,species
2017,2017-07-10,6,1,6.01,snowbed,sibpro,1,0,,,species
2017,2017-07-10,6,1,6.01,snowbed,tarspe,1,0,,1,species unidentified
2017,2017-07-10,6,2,6.02,snowbed,alcalp,3,0,,,species
2017,2017-07-10,6,2,6.02,snowbed,carbig,2,0,,,species
2017,2017-07-10,6,2,6.02,snowbed,empnig,3,0,,,species
2017,2017-07-10,6,2,6.02,snowbed,poapra,2,0,,,species
2017,2017-07-10,6,2,6.02,snowbed,salgla,3,0,,,species
2017,2017-07-10,6,2,6.02,snowbed,salher,2,0,,,species
2017,2017-07-10,6,2,6.02,snowbed,sibpro,1,0,,,species
2017,2017-07-10,6,2,6.02,snowbed,tarspe,1,0,,1,species unidentified
2017,2017-07-10,6,3,6.03,snowbed,carbig,1,0,,,species
2017,2017-07-10,6,3,6.03,snowbed,empnig,2,0,,,species
2017,2017-07-10,6,3,6.03,snowbed,bryoph,3,0,,,other
2017,2017-07-10,6,3,6.03,snowbed,poapra,1,0,,,species
2017,2017-07-10,6,3,6.03,snowbed,salgla,3,0,,,species
2017,2017-07-10,6,3,6.03,snowbed,salher,1,0,,,species
2017,2017-07-18,6,4,6.04,snowbed,alcalp,1,0,,,species
2017,2017-07-18,6,4,6.04,snowbed,carbig,3,0,,,species
2017,2017-07-18,6,4,6.04,snowbed,empnig,3,0,,,species
2017,2017-07-18,6,4,6.04,snowbed,lichen,1,0,,,lichen
2017,2017-07-18,6,4,6.04,snowbed,bryoph,2,0,,,other
2017,2017-07-18,6,4,6.04,snowbed,polviv,2,0,,,species
2017,2017-07-18,6,4,6.04,snowbed,salher,3,0,,,species
2017,2017-07-18,6,4,6.04,snowbed,sibpro,3,0,,,species
2017,2017-07-18,6,5,6.05,snowbed,carbig,2,0,,,species
2017,2017-07-18,6,5,6.05,snowbed,dipalp,3,0,,,species
2017,2017-07-18,6,5,6.05,snowbed,empnig,1,0,,,species
2017,2017-07-18,6,5,6.05,snowbed,lichen,1,0,,,lichen
2017,2017-07-18,6,5,6.05,snowbed,bryoph,1,0,,,other
2017,2017-07-18,6,5,6.05,snowbed,poapra,3,0,,,species
2017,2017-07-18,6,5,6.05,snowbed,salher,2,0,,,species
2017,2017-07-18,6,5,6.05,snowbed,sibpro,1,0,,,species
2017,2017-07-18,6,5,6.05,snowbed,tarspe,2,0,,1,species unidentified
2017,2017-07-18,6,6,6.06,snowbed,na,na,na,Gone 2017,,not available
2017,2017-07-18,6,7,6.07,snowbed,na,na,na,Gone 2017,,not available
2017,2017-07-18,6,8,6.08,snowbed,carbig,1,0,,,species
2017,2017-07-18,6,8,6.08,snowbed,empnig,1,1,,,species
2017,2017-07-18,6,8,6.08,snowbed,bryoph,3,0,,,other
2017,2017-07-18,6,8,6.08,snowbed,poapra,1,0,,,species
2017,2017-07-18,6,8,6.08,snowbed,polviv,1,0,,,species
2017,2017-07-18,6,8,6.08,snowbed,salgla,3,1,,,species
2017,2017-07-10,7,1,7.01,heath,carbig,1,0,,,species
2017,2017-07-10,7,1,7.01,heath,empnig,3,1,,,species
2017,2017-07-10,7,1,7.01,heath,poapra,1,0,,,species
2017,2017-07-10,7,1,7.01,heath,polviv,2,0,,,species
2017,2017-07-10,7,1,7.01,heath,salgla,3,0,,,species
2017,2017-07-18,7,2,7.02,heath,na,na,na,Gone 2017,,not available
2017,2017-07-10,7,3,7.03,heath,carbig,1,0,,,species
2017,2017-07-10,7,3,7.03,heath,empnig,3,0,,,species
2017,2017-07-10,7,3,7.03,heath,bryoph,1,0,,,other
2017,2017-07-10,7,3,7.03,heath,poapra,2,0,,,species
2017,2017-07-10,7,3,7.03,heath,salgla,1,0,,,species
2017,2017-07-10,7,3,7.03,heath,salher,1,0,,,species
2017,2017-07-18,7,4,7.04,heath,na,na,na,Gone 2017,,not available
2017,2017-07-10,7,5,7.05,heath,empnig,3,0,,,species
2017,2017-07-10,7,5,7.05,heath,lycann,1,0,,,species
2017,2017-07-10,7,5,7.05,heath,salgla,2,0,,,species
2017,2017-07-10,7,6,7.06,heath,carbig,1,0,,,species
2017,2017-07-10,7,6,7.06,heath,empnig,3,0,,,species
2017,2017-07-10,7,6,7.06,heath,bryoph,3,0,,,other
2017,2017-07-10,7,6,7.06,heath,vaculi,3,0,,,species
2017,2017-07-10,7,7,7.07,heath,carbig,1,0,,,species
2017,2017-07-10,7,7,7.07,heath,empnig,3,0,,,species
2017,2017-07-10,7,7,7.07,heath,bryoph,3,0,,,other
2017,2017-07-10,7,7,7.07,heath,salher,1,0,,,species
2017,2017-07-10,7,7,7.07,heath,vaculi,3,0,,,species
2017,2017-07-10,7,8,7.08,heath,empnig,3,0,,,species
2017,2017-07-10,7,8,7.08,heath,lichen,1,0,,,lichen
2017,2017-07-10,7,8,7.08,heath,lycann,1,0,,,species
2017,2017-07-10,7,8,7.08,heath,bryoph,1,0,,,other
2017,2017-07-10,7,9,7.09,heath,empnig,3,0,,,species
2017,2017-07-10,7,9,7.09,heath,bryoph,1,0,,,other
2017,2017-07-10,7,9,7.09,heath,phycoe,1,1,,,species
2017,2017-07-10,7,9,7.09,heath,vaculi,3,0,,,species
2017,2017-07-10,7,10,7.10,heath,empnig,3,0,,,species
2017,2017-07-10,7,10,7.10,heath,bryoph,1,0,,,other
2017,2017-07-10,7,10,7.10,heath,poapra,3,0,,,species
2017,2017-07-10,7,10,7.10,heath,salgla,2,0,,,species
2017,2017-07-10,7,10,7.10,heath,vaculi,2,0,,,species
2017,2017-07-10,8,1,8.01,heath,empnig,3,0,,,species
2017,2017-07-10,8,1,8.01,heath,bryoph,3,0,,,other
2017,2017-07-10,8,1,8.01,heath,poapra,1,0,,,species
2017,2017-07-10,8,1,8.01,heath,polviv,1,0,,,species
2017,2017-07-10,8,1,8.01,heath,salgla,3,1,,,species
2017,2017-07-10,8,2,8.02,heath,carbig,2,0,,,species
2017,2017-07-10,8,2,8.02,heath,empnig,3,0,,,species
2017,2017-07-10,8,2,8.02,heath,bryoph,3,0,,,other
2017,2017-07-10,8,2,8.02,heath,salgla,2,1,,,species
2017,2017-07-10,8,2,8.02,heath,salher,1,0,,,species
2017,2017-07-10,8,2,8.02,heath,stelon,1,0,,,species
2017,2017-07-10,8,3,8.03,heath,carbig,1,1,,,species
2017,2017-07-10,8,3,8.03,heath,bryoph,3,0,,,other
2017,2017-07-10,8,3,8.03,heath,poapra,1,0,,,species
2017,2017-07-10,8,3,8.03,heath,polviv,1,0,,,species
2017,2017-07-10,8,3,8.03,heath,pyrmin,1,0,,,species
2017,2017-07-10,8,3,8.03,heath,salgla,3,1,,,species
2017,2017-07-10,8,3,8.03,heath,salher,3,0,,,species
2017,2017-07-10,8,3,8.03,heath,stelon,1,0,,,species
2017,2017-07-10,8,4,8.04,heath,coptri,1,0,,,species
2017,2017-07-10,8,4,8.04,heath,bryoph,2,0,,,other
2017,2017-07-10,8,4,8.04,heath,poapra,3,0,,,species
2017,2017-07-10,8,4,8.04,heath,polviv,3,0,,,species
2017,2017-07-10,8,4,8.04,heath,salgla,3,1,,,species
2017,2017-07-10,8,4,8.04,heath,salher,3,0,,,species
2017,2017-07-10,8,4,8.04,heath,tarspe,1,0,,1,species unidentified
2017,2017-07-10,8,5,8.05,heath,coptri,1,0,,,species
2017,2017-07-10,8,5,8.05,heath,luzpar,1,0,,,species
2017,2017-07-10,8,5,8.05,heath,bryoph,2,0,,,other
2017,2017-07-10,8,5,8.05,heath,poapra,2,0,,,species
2017,2017-07-10,8,5,8.05,heath,polviv,2,0,,,species
2017,2017-07-10,8,5,8.05,heath,salgla,3,0,,,species
2017,2017-07-10,8,5,8.05,heath,salher,3,0,,,species
2017,2017-07-10,8,6,8.06,heath,empnig,3,0,,,species
2017,2017-07-10,8,6,8.06,heath,bryoph,3,0,,,other
2017,2017-07-10,8,6,8.06,heath,poapra,2,0,,,species
2017,2017-07-10,8,6,8.06,heath,salher,2,0,,,species
2017,2017-07-10,8,7,8.07,heath,carbig,3,0,,,species
2017,2017-07-10,8,7,8.07,heath,empnig,3,1,,,species
2017,2017-07-10,8,7,8.07,heath,bryoph,1,0,,,other
2017,2017-07-10,8,7,8.07,heath,poapra,2,0,,,species
2017,2017-07-10,8,7,8.07,heath,salgla,3,0,,,species
2017,2017-07-10,8,8,8.08,heath,carbig,3,0,,,species
2017,2017-07-10,8,8,8.08,heath,empnig,3,0,,,species
2017,2017-07-10,8,8,8.08,heath,bryoph,3,0,,,other
2017,2017-07-10,8,8,8.08,heath,poapra,1,1,,,species
2017,2017-07-10,8,8,8.08,heath,polviv,1,0,,,species
2017,2017-07-10,8,8,8.08,heath,salgla,3,0,,,species
2017,2017-07-10,8,8,8.08,heath,stelon,3,0,,,species
2017,2017-07-10,8,9,8.09,heath,carbig,2,0,,,species
2017,2017-07-10,8,9,8.09,heath,empnig,1,0,,,species
2017,2017-07-10,8,9,8.09,heath,bryoph,3,0,,,other
2017,2017-07-10,8,9,8.09,heath,poapra,2,0,,,species
2017,2017-07-10,8,9,8.09,heath,polviv,1,0,,,species
2017,2017-07-10,8,9,8.09,heath,salgla,3,1,,,species
2017,2017-07-10,8,9,8.09,heath,salher,2,0,,,species
2017,2017-07-10,8,10,8.10,heath,ceralp,1,0,,,species
2017,2017-07-10,8,10,8.10,heath,coptri,3,0,,,species
2017,2017-07-10,8,10,8.10,heath,lycann,1,0,,,species
2017,2017-07-10,8,10,8.10,heath,poapra,1,0,,,species
2017,2017-07-10,8,10,8.10,heath,polviv,2,0,,,species
2017,2017-07-10,8,10,8.10,heath,salgla,3,0,,,species
2017,2017-07-10,8,10,8.10,heath,salher,3,0,,,species
2017,2017-07-10,9,1,9.01,snowbed,carbig,1,0,,,species
2017,2017-07-10,9,1,9.01,snowbed,poapra,3,0,,,species
2017,2017-07-10,9,1,9.01,snowbed,polviv,1,0,,,species
2017,2017-07-10,9,1,9.01,snowbed,salher,3,0,,,species
2017,2017-07-10,9,2,9.02,snowbed,bryoph,3,0,,,other
2017,2017-07-10,9,2,9.02,snowbed,poapra,1,0,,,species
2017,2017-07-10,9,2,9.02,snowbed,polviv,3,0,,,species
2017,2017-07-10,9,2,9.02,snowbed,salher,2,0,,,species
2017,2017-07-10,9,3,9.03,snowbed,bryoph,3,0,,,other
2017,2017-07-10,9,3,9.03,snowbed,poaalp,2,0,,,species
2017,2017-07-10,9,3,9.03,snowbed,poapra,3,0,,,species
2017,2017-07-10,9,3,9.03,snowbed,tarspe,1,0,,1,species unidentified
2017,2017-07-10,9,4,9.04,snowbed,carbig,2,0,,,species
2017,2017-07-10,9,4,9.04,snowbed,luzpar,1,0,,,species
2017,2017-07-10,9,4,9.04,snowbed,bryoph,3,0,,,other
2017,2017-07-10,9,4,9.04,snowbed,polviv,1,0,,,species
2017,2017-07-10,9,4,9.04,snowbed,salher,1,0,,,species
2017,2017-07-10,9,5,9.05,snowbed,luzpar,1,0,,,species
2017,2017-07-10,9,5,9.05,snowbed,bryoph,3,0,,,other
2017,2017-07-10,9,5,9.05,snowbed,polviv,2,0,,,species
2017,2017-07-10,9,5,9.05,snowbed,salher,3,0,,,species
2017,2017-07-10,9,5,9.05,snowbed,sibpro,3,0,,,species
2017,2017-07-10,9,5,9.05,snowbed,tarspe,1,0,,1,species unidentified
2017,2017-07-10,9,6,9.06,snowbed,na,na,na,Covered by snow,,not available
2017,2017-07-10,9,7,9.07,snowbed,na,na,na,Covered by snow,,not available
2017,2017-07-10,9,8,9.08,snowbed,na,na,na,Covered by snow,,not available
2017,2017-07-18,9,9,9.09,snowbed,alcalp,2,0,,,species
2017,2017-07-18,9,9,9.09,snowbed,carbig,1,0,,,species
2017,2017-07-18,9,9,9.09,snowbed,empnig,3,0,,,species
2017,2017-07-18,9,9,9.09,snowbed,bryoph,3,0,,,other
2017,2017-07-18,9,9,9.09,snowbed,sibpro,1,0,,,species
2017,2017-07-18,9,9,9.09,snowbed,tarspe,1,0,,1,species unidentified
2017,2017-07-10,9,10,9.10,snowbed,empnig,3,0,,,species
2017,2017-07-10,9,10,9.10,snowbed,bryoph,2,0,,,other
2017,2017-07-10,9,10,9.10,snowbed,salgla,3,0,,,species
2017,2017-07-10,9,10,9.10,snowbed,tarspe,1,0,,1,species unidentified
2017,2017-07-10,10,1,10.01,copse,alcalp,1,0,,,species
2017,2017-07-10,10,1,10.01,copse,callan,1,0,,,species
2017,2017-07-10,10,1,10.01,copse,desfle,1,0,,,species
2017,2017-07-10,10,1,10.01,copse,lycann,3,0,,,species
2017,2017-07-10,10,1,10.01,copse,poapra,2,0,,,species
2017,2017-07-10,10,1,10.01,copse,rhoros,2,0,,,species
2017,2017-07-10,10,1,10.01,copse,salgla,3,0,,,species
2017,2017-07-10,10,2,10.02,copse,alcalp,2,0,,,species
2017,2017-07-10,10,2,10.02,copse,carbig,2,0,,,species
2017,2017-07-10,10,2,10.02,copse,coptri,1,0,,,species
2017,2017-07-10,10,2,10.02,copse,desfle,1,0,,,species
2017,2017-07-10,10,2,10.02,copse,polviv,2,0,,,species
2017,2017-07-10,10,2,10.02,copse,salgla,3,0,,,species
2017,2017-07-10,10,2,10.02,copse,tarspe,1,0,,1,species unidentified
2017,2017-07-10,10,3,10.03,copse,desfle,2,0,,,species
2017,2017-07-10,10,3,10.03,copse,empnig,3,0,,,species
2017,2017-07-10,10,3,10.03,copse,lycann,3,0,,,species
2017,2017-07-10,10,3,10.03,copse,bryoph,3,0,,,other
2017,2017-07-10,10,3,10.03,copse,salgla,3,0,,,species
2017,2017-07-10,10,3,10.03,copse,salher,1,0,,,species
2017,2017-07-10,10,4,10.04,copse,carbig,1,0,,,species
2017,2017-07-10,10,4,10.04,copse,desfle,3,0,,,species
2017,2017-07-10,10,4,10.04,copse,empnig,3,0,,,species
2017,2017-07-10,10,4,10.04,copse,bryoph,3,0,,,other
2017,2017-07-10,10,4,10.04,copse,potcra,1,0,,,species
2017,2017-07-10,10,4,10.04,copse,salgla,3,0,,,species
2017,2017-07-10,10,5,10.05,copse,carbig,1,0,,,species
2017,2017-07-10,10,5,10.05,copse,desfle,1,0,,,species
2017,2017-07-10,10,5,10.05,copse,empnig,3,0,,,species
2017,2017-07-10,10,5,10.05,copse,bryoph,1,0,,,other
2017,2017-07-10,10,5,10.05,copse,salgla,3,0,,,species
2017,2017-07-10,10,6,10.06,copse,coptri,1,0,,,species
2017,2017-07-10,10,6,10.06,copse,desfle,1,0,,,species
2017,2017-07-10,10,6,10.06,copse,empnig,3,0,,,species
2017,2017-07-10,10,6,10.06,copse,gymdry,1,0,,,species
2017,2017-07-10,10,6,10.06,copse,ledgro,2,0,,,species
2017,2017-07-10,10,6,10.06,copse,lichen,1,0,,,lichen
2017,2017-07-10,10,6,10.06,copse,lycann,1,0,,,species
2017,2017-07-10,10,6,10.06,copse,bryoph,3,0,,,other
2017,2017-07-10,10,6,10.06,copse,vaculi,3,0,,,species
2017,2017-07-10,10,7,10.07,copse,desfle,2,0,,,species
2017,2017-07-10,10,7,10.07,copse,empnig,3,0,,,species
2017,2017-07-10,10,7,10.07,copse,ledgro,1,0,,,species
